file,classification,producer,seeds,split_and_protocol,metric_definitions,checkpoint,document_references
results/gcn_m6_corrected_comparison/standalone_comparison.json,CURRENT FOR RECORDED PROTOCOL,preserved audit execution,Per execution log/JSON; not an independent headline benchmark,Audit tests/replays/metadata; failed red logs explicitly preserved,"Contract outcomes, replay metrics or inventory; filename and log define scope",Original artifacts unchanged; any audit GCN copy remains separate,docs/paper/12_EXPERIMENTAL_PROTOCOL.md; docs/paper/13_RESULTS_MASTER_TABLES.md; docs/paper/24_REPRODUCIBILITY_GUIDE.md
results/gcn_m6_corrected_comparison/summary.md,CURRENT FOR RECORDED PROTOCOL,preserved audit execution,Per execution log/JSON; not an independent headline benchmark,Audit tests/replays/metadata; failed red logs explicitly preserved,"Contract outcomes, replay metrics or inventory; filename and log define scope",Original artifacts unchanged; any audit GCN copy remains separate,docs/paper/12_EXPERIMENTAL_PROTOCOL.md; docs/paper/13_RESULTS_MASTER_TABLES.md; docs/paper/24_REPRODUCIBILITY_GUIDE.md
results/gcn_m6_corrected_comparison/task2_comparison.json,CURRENT FOR RECORDED PROTOCOL,preserved audit execution,Per execution log/JSON; not an independent headline benchmark,Audit tests/replays/metadata; failed red logs explicitly preserved,"Contract outcomes, replay metrics or inventory; filename and log define scope",Original artifacts unchanged; any audit GCN copy remains separate,docs/paper/12_EXPERIMENTAL_PROTOCOL.md; docs/paper/13_RESULTS_MASTER_TABLES.md; docs/paper/24_REPRODUCIBILITY_GUIDE.md
results/gnn_baselines/metrics.json,CURRENT FOR RECORDED PROTOCOL,evaluate_gnn_baselines.py,0,Network TRAIN / VALIDATION / TEST,Task1 anomaly detection; Task2 four-class accuracy; self-loop selected on validation,models/gnn_network.pt; upstream per-device IF/LSTM,docs/paper/12_EXPERIMENTAL_PROTOCOL.md; docs/paper/13_RESULTS_MASTER_TABLES.md; docs/paper/24_REPRODUCIBILITY_GUIDE.md
results/gnn_baselines/self_loop_sweep.json,CURRENT FOR RECORDED PROTOCOL,evaluate_gnn_baselines.py,0,Network TRAIN / VALIDATION / TEST,Task1 anomaly detection; Task2 four-class accuracy; self-loop selected on validation,models/gnn_network.pt; upstream per-device IF/LSTM,docs/paper/12_EXPERIMENTAL_PROTOCOL.md; docs/paper/13_RESULTS_MASTER_TABLES.md; docs/paper/24_REPRODUCIBILITY_GUIDE.md
results/gnn_baselines.archived-20260905_144311/metrics.json,HISTORICAL / SUPERSEDED,evaluate_gnn_baselines.py,0,Network TRAIN / VALIDATION / TEST,Task1 anomaly detection; Task2 four-class accuracy; self-loop selected on validation,models/gnn_network.pt; upstream per-device IF/LSTM,docs/paper/12_EXPERIMENTAL_PROTOCOL.md; docs/paper/13_RESULTS_MASTER_TABLES.md; docs/paper/24_REPRODUCIBILITY_GUIDE.md
results/gnn_baselines.archived-20260905_144311/self_loop_sweep.json,HISTORICAL / SUPERSEDED,evaluate_gnn_baselines.py,0,Network TRAIN / VALIDATION / TEST,Task1 anomaly detection; Task2 four-class accuracy; self-loop selected on validation,models/gnn_network.pt; upstream per-device IF/LSTM,docs/paper/12_EXPERIMENTAL_PROTOCOL.md; docs/paper/13_RESULTS_MASTER_TABLES.md; docs/paper/24_REPRODUCIBILITY_GUIDE.md
results/latency/latency.csv,HISTORICAL,evaluate_latency_stages.py,Not a fitting experiment,Historical warm legacy/network workload,Milliseconds per stage; partial pipeline; excludes acquisition/broker/SQLite I/O,Historical runtime chain; no producing checkpoint hashes in timing JSON,docs/paper/12_EXPERIMENTAL_PROTOCOL.md; docs/paper/13_RESULTS_MASTER_TABLES.md; docs/paper/24_REPRODUCIBILITY_GUIDE.md
results/latency/latency.json,HISTORICAL,evaluate_latency_stages.py,Not a fitting experiment,Historical warm legacy/network workload,Milliseconds per stage; partial pipeline; excludes acquisition/broker/SQLite I/O,Historical runtime chain; no producing checkpoint hashes in timing JSON,docs/paper/12_EXPERIMENTAL_PROTOCOL.md; docs/paper/13_RESULTS_MASTER_TABLES.md; docs/paper/24_REPRODUCIBILITY_GUIDE.md
results/policy_comparison/confusion_matrix_P1_static.csv,CURRENT FOR RECORDED PROTOCOL,evaluate_policy_comparison.py,Producer-defined deterministic fits; wall-clock replay caveat,VAL_002 fit/select; 2933 accepted legacy TEST rows,"Four-class accuracy/Macro-F1, per-class recall, false-block rate",Current local/GCN/fusion chain and offline bandit Q table,docs/paper/12_EXPERIMENTAL_PROTOCOL.md; docs/paper/13_RESULTS_MASTER_TABLES.md; docs/paper/24_REPRODUCIBILITY_GUIDE.md
results/policy_comparison/confusion_matrix_P2_static_optimised.csv,CURRENT FOR RECORDED PROTOCOL,evaluate_policy_comparison.py,Producer-defined deterministic fits; wall-clock replay caveat,VAL_002 fit/select; 2933 accepted legacy TEST rows,"Four-class accuracy/Macro-F1, per-class recall, false-block rate",Current local/GCN/fusion chain and offline bandit Q table,docs/paper/12_EXPERIMENTAL_PROTOCOL.md; docs/paper/13_RESULTS_MASTER_TABLES.md; docs/paper/24_REPRODUCIBILITY_GUIDE.md
results/policy_comparison/confusion_matrix_P3_decision_tree.csv,CURRENT FOR RECORDED PROTOCOL,evaluate_policy_comparison.py,Producer-defined deterministic fits; wall-clock replay caveat,VAL_002 fit/select; 2933 accepted legacy TEST rows,"Four-class accuracy/Macro-F1, per-class recall, false-block rate",Current local/GCN/fusion chain and offline bandit Q table,docs/paper/12_EXPERIMENTAL_PROTOCOL.md; docs/paper/13_RESULTS_MASTER_TABLES.md; docs/paper/24_REPRODUCIBILITY_GUIDE.md
results/policy_comparison/confusion_matrix_P4_multiclass_lr.csv,CURRENT FOR RECORDED PROTOCOL,evaluate_policy_comparison.py,Producer-defined deterministic fits; wall-clock replay caveat,VAL_002 fit/select; 2933 accepted legacy TEST rows,"Four-class accuracy/Macro-F1, per-class recall, false-block rate",Current local/GCN/fusion chain and offline bandit Q table,docs/paper/12_EXPERIMENTAL_PROTOCOL.md; docs/paper/13_RESULTS_MASTER_TABLES.md; docs/paper/24_REPRODUCIBILITY_GUIDE.md
results/policy_comparison/confusion_matrix_P5_adaptive_bandit.csv,CURRENT FOR RECORDED PROTOCOL,evaluate_policy_comparison.py,Producer-defined deterministic fits; wall-clock replay caveat,VAL_002 fit/select; 2933 accepted legacy TEST rows,"Four-class accuracy/Macro-F1, per-class recall, false-block rate",Current local/GCN/fusion chain and offline bandit Q table,docs/paper/12_EXPERIMENTAL_PROTOCOL.md; docs/paper/13_RESULTS_MASTER_TABLES.md; docs/paper/24_REPRODUCIBILITY_GUIDE.md
results/policy_comparison/confusion_matrix_P6_static_constrained.csv,CURRENT FOR RECORDED PROTOCOL,evaluate_policy_comparison.py,Producer-defined deterministic fits; wall-clock replay caveat,VAL_002 fit/select; 2933 accepted legacy TEST rows,"Four-class accuracy/Macro-F1, per-class recall, false-block rate",Current local/GCN/fusion chain and offline bandit Q table,docs/paper/12_EXPERIMENTAL_PROTOCOL.md; docs/paper/13_RESULTS_MASTER_TABLES.md; docs/paper/24_REPRODUCIBILITY_GUIDE.md
results/policy_comparison/metrics.json,CURRENT FOR RECORDED PROTOCOL,evaluate_policy_comparison.py,Producer-defined deterministic fits; wall-clock replay caveat,VAL_002 fit/select; 2933 accepted legacy TEST rows,"Four-class accuracy/Macro-F1, per-class recall, false-block rate",Current local/GCN/fusion chain and offline bandit Q table,docs/paper/12_EXPERIMENTAL_PROTOCOL.md; docs/paper/13_RESULTS_MASTER_TABLES.md; docs/paper/24_REPRODUCIBILITY_GUIDE.md
results/simulator_validation/metrics.json,HISTORICAL,evaluate_simulator_validation.py,Recorded in source/JSON; historical protocol,Historical synthetic/hardware comparison; not current SW held-out validation,Distribution/discriminator diagnostics; consult preserved JSON,No predictive deployment checkpoint,docs/paper/12_EXPERIMENTAL_PROTOCOL.md; docs/paper/13_RESULTS_MASTER_TABLES.md; docs/paper/24_REPRODUCIBILITY_GUIDE.md
